Date,League,Season,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeCoach,AwayCoach,Bet365_1,Bet365_X,Bet365_2,Pinnacle_1,Pinnacle_X,Pinnacle_2,WilliamHill_1,WilliamHill_X,WilliamHill_2
20/04/2024,Bundesliga,2023-2024,Wolfsburg,Bochum,1,0,1,Ralph Hasenhuttl,Heiko Butscher,1.75,4,4.33,1.81,3.88,4.43,1.75,4,4.2
20/04/2024,Bundesliga,2023-2024,Union Berlin,Bayern Munich,1,5,2,Nenad Bjelica,Thomas Tuchel,4.75,4.5,1.62,4.94,4.62,1.62,5,4.4,1.57
21/04/2024,Bundesliga,2023-2024,Werder Bremen,Stuttgart,2,1,1,Ole Werner,Sebastian Hoeness,4.75,4.75,1.57,5.11,4.66,1.6,5,4.4,1.57
21/04/2024,Bundesliga,2023-2024,Dortmund,Leverkusen,1,1,X,Edin Terzic,Xabi Alonso,2.55,3.8,2.55,2.56,3.84,2.5,2.5,3.8,2.5
21/04/2024,Bundesliga,2023-2024,Freiburg,Mainz,1,1,X,Christian Streich,Bo Henriksen,2.6,3.5,2.6,2.58,3.59,2.72,2.6,3.7,2.5
26/04/2024,Bundesliga,2023-2024,Bochum,Hoffenheim,3,2,1,Heiko Butscher,Pellegrino Matarazzo,2.15,4,2.9,2.21,4,3.06,2.2,3.9,2.88
27/04/2024,Bundesliga,2023-2024,Augsburg,Werder Bremen,0,3,2,Jess Thorup,Ole Werner,1.8,4,4,1.8,4.19,4.13,1.8,4,4
27/04/2024,Bundesliga,2023-2024,Bayern Munich,Ein Frankfurt,2,1,1,Thomas Tuchel,Dino Toppmoller,1.4,5.25,7,1.42,5.46,6.65,1.36,5.5,7
27/04/2024,Bundesliga,2023-2024,Freiburg,Wolfsburg,1,2,2,Christian Streich,Ralph Hasenhuttl,2.3,3.6,2.88,2.37,3.58,3.01,2.3,3.6,2.9
27/04/2024,Bundesliga,2023-2024,RB Leipzig,Dortmund,4,1,1,Marco Rose,Edin Terzic,1.67,4.33,4.5,1.68,4.45,4.61,1.65,4.33,4.4
27/04/2024,Bundesliga,2023-2024,Leverkusen,Stuttgart,2,2,X,Xabi Alonso,Sebastian Hoeness,1.75,4.2,4.33,1.76,4.31,4.25,1.73,4.2,4.2
28/04/2024,Bundesliga,2023-2024,M'gladbach,Union Berlin,0,0,X,Gerardo Seoane,Nenad Bjelica,2.3,3.5,3,2.38,3.45,3.1,2.25,3.5,3
28/04/2024,Bundesliga,2023-2024,Mainz,FC Koln,1,1,X,Bo Henriksen,Timo Schultz,1.55,4.33,6,1.54,4.37,6.2,1.53,4.33,5.8
28/04/2024,Bundesliga,2023-2024,Darmstadt,Heidenheim,0,1,2,Torsten Lieberknecht,Frank Schmidt,3.3,3.75,2.1,3.42,3.71,2.12,3.2,3.7,2.1
03/05/2024,Bundesliga,2023-2024,Hoffenheim,RB Leipzig,1,1,X,Pellegrino Matarazzo,Marco Rose,5.25,5,1.5,5.44,5.24,1.52,5.5,5,1.44
04/05/2024,Bundesliga,2023-2024,Dortmund,Augsburg,5,1,1,Edin Terzic,Jess Thorup,1.85,4.33,3.6,1.86,4.37,3.7,1.8,4.33,3.7
04/05/2024,Bundesliga,2023-2024,Stuttgart,Bayern Munich,3,1,1,Sebastian Hoeness,Thomas Tuchel,2.1,4,3.1,2.13,4.14,3.09,2.1,4,3
04/05/2024,Bundesliga,2023-2024,Werder Bremen,M'gladbach,2,2,X,Ole Werner,Gerardo Seoane,2.25,3.75,3,2.31,3.83,2.94,2.3,3.8,2.75
04/05/2024,Bundesliga,2023-2024,Wolfsburg,Darmstadt,3,0,1,Ralph Hasenhuttl,Torsten Lieberknecht,1.4,5,8,1.4,5.13,7.8,1.36,5,7.5
04/05/2024,Bundesliga,2023-2024,FC Koln,Freiburg,0,0,X,Timo Schultz,Christian Streich,2.3,3.75,2.88,2.37,3.66,2.95,2.3,3.6,2.88
05/05/2024,Bundesliga,2023-2024,Union Berlin,Bochum,3,4,2,Nenad Bjelica,Heiko Butscher,1.95,3.5,4,1.97,3.51,4.12,1.95,3.4,3.9
05/05/2024,Bundesliga,2023-2024,Ein Frankfurt,Leverkusen,1,5,2,Dino Toppmoller,Xabi Alonso,3.2,3.5,2.2,3.27,3.68,2.19,3,3.5,2.25
05/05/2024,Bundesliga,2023-2024,Heidenheim,Mainz,1,1,X,Frank Schmidt,Bo Henriksen,3,3.5,2.3,3.03,3.58,2.36,2.88,3.7,2.25
10/05/2024,Bundesliga,2023-2024,Augsburg,Stuttgart,0,1,2,Jess Thorup,Sebastian Hoeness,4,4.2,1.75,3.92,4.45,1.82,3.75,4.4,1.75
11/05/2024,Bundesliga,2023-2024,FC Koln,Union Berlin,3,2,1,Timo Schultz,Marco Grote,2.8,3.3,2.55,2.79,3.39,2.63,2.8,3.5,2.4
11/05/2024,Bundesliga,2023-2024,Freiburg,Heidenheim,1,1,X,Christian Streich,Frank Schmidt,1.7,4,4.5,1.72,4.07,4.78,1.7,4.2,4.33
11/05/2024,Bundesliga,2023-2024,M'gladbach,Ein Frankfurt,1,1,X,Gerardo Seoane,Dino Toppmoller,2.45,3.75,2.63,2.53,3.73,2.7,2.45,3.75,2.6
11/05/2024,Bundesliga,2023-2024,RB Leipzig,Werder Bremen,1,1,X,Marco Rose,Ole Werner,1.29,6.5,8,1.29,6.72,8.41,1.29,6.5,8
11/05/2024,Bundesliga,2023-2024,Mainz,Dortmund,3,0,1,Bo Henriksen,Edin Terzic,2.2,3.6,3.1,2.19,3.97,3.08,2.2,4,2.8
12/05/2024,Bundesliga,2023-2024,Darmstadt,Hoffenheim,0,6,2,Torsten Lieberknecht,Pellegrino Matarazzo,4.75,4.5,1.62,4.67,4.73,1.64,4.5,4.6,1.6
12/05/2024,Bundesliga,2023-2024,Bayern Munich,Wolfsburg,2,0,1,Thomas Tuchel,Ralph Hasenhuttl,1.33,6,7.5,1.34,6.36,7.4,1.35,5.5,7.5
12/05/2024,Bundesliga,2023-2024,Bochum,Leverkusen,0,5,2,Heiko Butscher,Xabi Alonso,4.2,4.33,1.7,4.42,4.35,1.72,4.2,4.33,1.7
18/05/2024,Bundesliga,2023-2024,Dortmund,Darmstadt,4,0,1,Edin Terzic,Torsten Lieberknecht,1.17,8.5,13,1.15,9.67,14.01,1.14,8.5,15
18/05/2024,Bundesliga,2023-2024,Ein Frankfurt,RB Leipzig,2,2,X,Dino Toppmoller,Marco Rose,2.8,3.8,2.3,2.78,3.75,2.43,2.62,4,2.38
18/05/2024,Bundesliga,2023-2024,Heidenheim,FC Koln,4,1,1,Frank Schmidt,Timo Schultz,2.3,4,2.7,2.35,4,2.74,2.3,3.9,2.7
18/05/2024,Bundesliga,2023-2024,Hoffenheim,Bayern Munich,4,2,1,Pellegrino Matarazzo,Thomas Tuchel,2.88,4.5,2,3.07,4.34,2.07,3,4.5,2
18/05/2024,Bundesliga,2023-2024,Leverkusen,Augsburg,2,1,1,Xabi Alonso,Jess Thorup,1.3,6,9,1.3,6.65,7.63,1.25,6.5,9
18/05/2024,Bundesliga,2023-2024,Stuttgart,M'gladbach,4,0,1,Sebastian Hoeness,Gerardo Seoane,1.29,6.25,8.5,1.28,6.62,8.47,1.25,6.5,9
18/05/2024,Bundesliga,2023-2024,Union Berlin,Freiburg,2,1,1,Marco Grote,Christian Streich,2.1,3.4,3.5,2.15,3.39,3.57,2.1,3.5,3.4
18/05/2024,Bundesliga,2023-2024,Werder Bremen,Bochum,4,1,1,Ole Werner,Heiko Butscher,2.38,3.6,2.8,2.37,3.61,2.94,2.38,3.7,2.7
18/05/2024,Bundesliga,2023-2024,Wolfsburg,Mainz,1,3,2,Ralph Hasenhuttl,Bo Henriksen,3.2,3.5,2.2,3.28,3.54,2.21,3.1,3.7,2.15
11/08/2023,Ligue 1,2023-2024,Nice,Lille,1,1,X,Francesco Farioli,Paulo Fonseca,2.6,3.5,2.7,2.63,3.47,2.83,2.38,3.1,2.6
12/08/2023,Ligue 1,2023-2024,Marseille,Reims,2,1,1,Marcelino,Will Still,1.7,4,4.75,1.73,4.04,4.89,1.6,3.6,4.5
12/08/2023,Ligue 1,2023-2024,Paris SG,Lorient,0,0,X,Luis Enrique,Regis Le Bris,1.33,5.5,7.5,1.35,5.73,8.38,1.25,5,7.5
13/08/2023,Ligue 1,2023-2024,Brest,Lens,3,2,1,Eric Roy,Franck Haise,4,3.5,1.91,4.01,3.62,1.99,3.4,3.25,1.91
13/08/2023,Ligue 1,2023-2024,Clermont,Monaco,2,4,2,Pascal Gastien,Adi Hutter,3.6,3.6,2,3.69,3.8,2.02,3.1,3.3,2
13/08/2023,Ligue 1,2023-2024,Montpellier,Le Havre,2,2,X,Michel Der Zakarian,Luka Elsner,1.91,3.6,4,2.04,3.47,3.99,1.8,3.2,3.9
13/08/2023,Ligue 1,2023-2024,Nantes,Toulouse,1,2,2,Pierre Aristouy,Carles Martinez Novell,2.5,3.4,2.75,2.66,3.36,2.82,2.3,3.1,2.7
13/08/2023,Ligue 1,2023-2024,Rennes,Metz,5,1,1,Bruno Genesio,Laszlo Boloni,1.4,4.75,7.5,1.42,5.07,7.64,1.36,4.2,6.5
13/08/2023,Ligue 1,2023-2024,Strasbourg,Lyon,2,1,1,Patrick Vieira,Laurent Blanc,2.55,3.6,2.55,2.61,3.55,2.76,2.6,3.3,2.3
18/08/2023,Ligue 1,2023-2024,Metz,Marseille,2,2,X,Laszlo Boloni,Marcelino,5,4,1.67,4.96,4.13,1.72,4,3.6,1.67
19/08/2023,Ligue 1,2023-2024,Lyon,Montpellier,1,4,2,Laurent Blanc,Michel Der Zakarian,1.7,4.2,4.33,1.72,4.25,4.67,1.57,3.9,4.33
19/08/2023,Ligue 1,2023-2024,Toulouse,Paris SG,1,1,X,Carles Martinez Novell,Luis Enrique,4.75,4.2,1.65,5.01,4.25,1.68,4.2,4,1.57
20/08/2023,Ligue 1,2023-2024,Lille,Nantes,2,0,1,Paulo Fonseca,Pierre Aristouy,1.4,5,7,1.43,4.96,7.54,1.36,4.2,6.5
20/08/2023,Ligue 1,2023-2024,Le Havre,Brest,1,2,2,Luka Elsner,Eric Roy,2.7,3.2,2.7,2.82,3.22,2.76,2.45,3,2.6
20/08/2023,Ligue 1,2023-2024,Lorient,Nice,1,1,X,Regis Le Bris,Francesco Farioli,3.4,3.4,2.15,3.49,3.52,2.19,3,3.2,2.1
20/08/2023,Ligue 1,2023-2024,Reims,Clermont,2,0,1,Will Still,Pascal Gastien,1.85,3.75,4,1.93,3.72,4.1,1.7,3.6,3.9
20/08/2023,Ligue 1,2023-2024,Monaco,Strasbourg,3,0,1,Adi Hutter,Patrick Vieira,1.8,4,4,1.84,4.1,4.13,1.73,3.5,3.8
20/08/2023,Ligue 1,2023-2024,Lens,Rennes,1,1,X,Franck Haise,Bruno Genesio,2.4,3.6,2.75,2.42,3.78,2.86,2.25,3.3,2.62
25/08/2023,Ligue 1,2023-2024,Nantes,Monaco,3,3,X,Pierre Aristouy,Adi Hutter,4.75,3.8,1.73,4.87,3.81,1.79,4,3.6,1.67
26/08/2023,Ligue 1,2023-2024,Marseille,Brest,2,0,1,Marcelino,Eric Roy,1.5,4,6,1.53,4.48,6.43,1.36,4.2,6.5
26/08/2023,Ligue 1,2023-2024,Paris SG,Lens,3,1,1,Luis Enrique,Franck Haise,1.6,4.2,5.5,1.63,4.27,5.45,1.5,3.9,5
27/08/2023,Ligue 1,2023-2024,Rennes,Le Havre,2,2,X,Bruno Genesio,Luka Elsner,1.4,4.5,7.5,1.44,4.76,7.86,1.36,4.2,6.5
27/08/2023,Ligue 1,2023-2024,Clermont,Metz,0,1,2,Pascal Gastien,Laszlo Boloni,1.85,3.6,4,1.93,3.83,3.99,1.75,3.4,3.8
27/08/2023,Ligue 1,2023-2024,Montpellier,Reims,1,3,2,Michel Der Zakarian,Will Still,2.4,3.4,2.9,2.41,3.54,3.02,2.25,3.3,2.62
27/08/2023,Ligue 1,2023-2024,Strasbourg,Toulouse,2,0,1,Patrick Vieira,Carles Martinez Novell,2.15,3.5,3.3,2.17,3.75,3.32,1.95,3.3,3.2
27/08/2023,Ligue 1,2023-2024,Lorient,Lille,4,1,1,Regis Le Bris,Paulo Fonseca,4,3.6,1.91,3.83,3.75,1.99,3.7,3.5,1.75
27/08/2023,Ligue 1,2023-2024,Nice,Lyon,0,0,X,Francesco Farioli,Laurent Blanc,2.1,3.6,3.4,2.11,3.79,3.44,2,3.4,3
01/09/2023,Ligue 1,2023-2024,Nantes,Marseille,1,1,X,Pierre Aristouy,Marcelino,5,3.8,1.7,4.97,4.02,1.73,3.8,3.5,1.73
02/09/2023,Ligue 1,2023-2024,Brest,Rennes,0,0,X,Eric Roy,Bruno Genesio,3.3,3.5,2.15,3.37,3.68,2.18,3.1,3.5,1.95
02/09/2023,Ligue 1,2023-2024,Monaco,Lens,3,0,1,Adi Hutter,Franck Haise,2.05,3.8,3.2,2.11,3.93,3.33,2.1,3.5,2.75
03/09/2023,Ligue 1,2023-2024,Toulouse,Clermont,2,2,X,Carles Martinez Novell,Pascal Gastien,2,3.6,3.75,2.02,3.69,3.82,1.75,3.6,3.6
03/09/2023,Ligue 1,2023-2024,Le Havre,Lorient,3,0,1,Luka Elsner,Regis Le Bris,2.7,3.25,2.7,2.87,3.12,2.79,2.62,3,2.45
03/09/2023,Ligue 1,2023-2024,Lille,Montpellier,1,0,1,Paulo Fonseca,Michel Der Zakarian,1.75,4,4.2,1.83,4.25,4.05,1.67,3.7,3.9
03/09/2023,Ligue 1,2023-2024,Metz,Reims,2,2,X,Laszlo Boloni,Will Still,4.2,3.5,1.91,4.09,3.72,1.93,3.8,3.4,1.75
03/09/2023,Ligue 1,2023-2024,Nice,Strasbourg,2,0,1,Francesco Farioli,Patrick Vieira,1.91,3.5,4,1.98,3.58,4.06,1.75,3.4,3.8
03/09/2023,Ligue 1,2023-2024,Lyon,Paris SG,1,4,2,Laurent Blanc,Luis Enrique,6,4.75,1.5,5.79,5.01,1.52,6,4.6,1.35
15/09/2023,Ligue 1,2023-2024,Paris SG,Nice,2,3,2,Luis Enrique,Francesco Farioli,1.55,4.5,5.5,1.56,4.6,5.86,1.4,4.33,5.5
16/09/2023,Ligue 1,2023-2024,Rennes,Lille,2,2,X,Bruno Genesio,Paulo Fonseca,2.1,3.6,3.3,2.17,3.69,3.37,2,3.4,3
16/09/2023,Ligue 1,2023-2024,Lens,Metz,0,1,2,Franck Haise,Laszlo Boloni,1.5,4.33,6.5,1.52,4.62,6.36,1.4,4,6
17/09/2023,Ligue 1,2023-2024,Lorient,Monaco,2,2,X,Regis Le Bris,Adi Hutter,4,3.75,1.85,4.12,3.98,1.87,3.7,3.5,1.75
17/09/2023,Ligue 1,2023-2024,Clermont,Nantes,0,1,2,Pascal Gastien,Pierre Aristouy,2,3.6,3.6,2.04,3.6,3.85,1.95,3.2,3.4
17/09/2023,Ligue 1,2023-2024,Reims,Brest,1,2,2,Will Still,Eric Roy,1.85,3.6,4.2,1.9,3.6,4.43,1.75,3.5,3.7
17/09/2023,Ligue 1,2023-2024,Strasbourg,Montpellier,2,2,X,Patrick Vieira,Michel Der Zakarian,2.3,3.6,2.9,2.39,3.61,3.01,2.2,3.25,2.75
17/09/2023,Ligue 1,2023-2024,Marseille,Toulouse,0,0,X,Marcelino,Carles Martinez Novell,1.5,4.75,6,1.5,4.87,6.33,1.36,4.33,5.8
17/09/2023,Ligue 1,2023-2024,Lyon,Le Havre,0,0,X,Fabio Grosso,Luka Elsner,1.67,4,4.75,1.7,4.23,4.82,1.6,3.7,4.4
22/09/2023,Ligue 1,2023-2024,Monaco,Nice,0,1,2,Adi Hutter,Francesco Farioli,2.15,3.6,3.2,2.25,3.61,3.27,2.05,3.4,2.9
23/09/2023,Ligue 1,2023-2024,Nantes,Lorient,5,3,1,Pierre Aristouy,Regis Le Bris,2.38,3.4,3,2.46,3.45,3.02,2.25,3.2,2.7
23/09/2023,Ligue 1,2023-2024,Brest,Lyon,1,0,1,Eric Roy,Fabio Grosso,2.6,3.5,2.63,2.57,3.67,2.73,2.5,3.4,2.3
24/09/2023,Ligue 1,2023-2024,Metz,Strasbourg,0,1,2,Laszlo Boloni,Patrick Vieira,2.88,3.25,2.45,3.01,3.23,2.59,2.7,3.1,2.3
24/09/2023,Ligue 1,2023-2024,Le Havre,Clermont,2,1,1,Luka Elsner,Pascal Gastien,2.4,3.3,2.88,2.48,3.26,3.15,2.2,3,3
24/09/2023,Ligue 1,2023-2024,Lens,Toulouse,2,1,1,Franck Haise,Carles Martinez Novell,1.73,3.8,5,1.72,4.05,4.93,1.62,3.6,4.33
24/09/2023,Ligue 1,2023-2024,Montpellier,Rennes,0,0,X,Michel Der Zakarian,Bruno Genesio,2.7,3.5,2.5,2.7,3.56,2.65,2.6,3.25,2.3
24/09/2023,Ligue 1,2023-2024,Paris SG,Marseille,4,0,1,Luis Enrique,Jacques Abardonado,1.62,4.2,5.25,1.64,4.41,5.15,1.55,4,4.33
26/09/2023,Ligue 1,2023-2024,Lille,Reims,1,2,2,Paulo Fonseca,Will Still,1.91,3.75,3.75,1.96,3.79,3.95,1.85,3.5,3.4
29/09/2023,Ligue 1,2023-2024,Strasbourg,Lens,0,1,2,Patrick Vieira,Franck Haise,3.5,3.4,2.05,3.69,3.48,2.13,3.5,3.5,2.05
30/09/2023,Ligue 1,2023-2024,Clermont,Paris SG,0,0,X,Pascal Gastien,Luis Enrique,7.5,4.5,1.44,7.03,4.81,1.47,7,4.8,1.4
30/09/2023,Ligue 1,2023-2024,Monaco,Marseille,3,2,1,Adi Hutter,Gennaro Gattuso,2.15,3.8,3.1,2.21,3.88,3.14,2.15,3.8,3
01/10/2023,Ligue 1,2023-2024,Reims,Lyon,2,0,1,Will Still,Fabio Grosso,2,3.8,3.4,2.1,3.81,3.45,2,3.8,3.4
01/10/2023,Ligue 1,2023-2024,Le Havre,Lille,0,2,2,Luka Elsner,Paulo Fonseca,4,3.5,1.95,4.08,3.44,2.03,3.8,3.5,1.95
01/10/2023,Ligue 1,2023-2024,Nice,Brest,0,0,X,Francesco Farioli,Eric Roy,1.73,3.8,4.5,1.8,3.84,4.69,1.73,3.8,4.5
01/10/2023,Ligue 1,2023-2024,Toulouse,Metz,3,0,1,Carles Martinez Novell,Laszlo Boloni,2.1,3.6,3.4,2.13,3.47,3.7,2.15,3.5,3.25
01/10/2023,Ligue 1,2023-2024,Lorient,Montpellier,0,3,2,Regis Le Bris,Michel Der Zakarian,3,3.5,2.38,2.95,3.59,2.44,2.88,3.6,2.3
01/10/2023,Ligue 1,2023-2024,Rennes,Nantes,3,1,1,Bruno Genesio,Pierre Aristouy,1.53,4.5,5.75,1.53,4.58,6.18,1.5,4.5,6
06/10/2023,Ligue 1,2023-2024,Strasbourg,Nantes,1,2,2,Patrick Vieira,Pierre Aristouy,2.2,3.25,3.4,2.31,3.24,3.57,2.2,3.2,3.4
07/10/2023,Ligue 1,2023-2024,Metz,Nice,0,1,2,Laszlo Boloni,Francesco Farioli,4.75,3.8,1.73,5.12,3.91,1.72,4.8,3.75,1.7
07/10/2023,Ligue 1,2023-2024,Reims,Monaco,1,3,2,Will Still,Adi Hutter,2.6,3.6,2.55,2.68,3.62,2.64,2.62,3.75,2.4
08/10/2023,Ligue 1,2023-2024,Marseille,Le Havre,3,0,1,Gennaro Gattuso,Luka Elsner,1.45,4.75,6,1.48,4.63,7.2,1.44,4.6,6.5
08/10/2023,Ligue 1,2023-2024,Brest,Toulouse,1,1,X,Eric Roy,Carles Martinez Novell,1.8,3.8,4.33,1.85,3.74,4.54,1.8,3.7,4.33
08/10/2023,Ligue 1,2023-2024,Lyon,Lorient,3,3,X,Fabio Grosso,Regis Le Bris,1.67,4.2,4.75,1.71,4.06,5.04,1.67,4,4.75
08/10/2023,Ligue 1,2023-2024,Lens,Lille,1,1,X,Franck Haise,Paulo Fonseca,2.25,3.6,3,2.27,3.48,3.34,2.2,3.5,3.1
08/10/2023,Ligue 1,2023-2024,Rennes,Paris SG,1,3,2,Bruno Genesio,Luis Enrique,3.4,3.6,2.05,3.61,3.59,2.11,3.3,3.7,2.05
20/10/2023,Ligue 1,2023-2024,Le Havre,Lens,0,0,X,Luka Elsner,Franck Haise,4.5,3.5,1.83,4.66,3.6,1.88,4.6,3.5,1.8
21/10/2023,Ligue 1,2023-2024,Paris SG,Strasbourg,3,0,1,Luis Enrique,Patrick Vieira,1.22,6.5,12,1.24,6.93,11.72,1.2,6.5,13
21/10/2023,Ligue 1,2023-2024,Nice,Marseille,1,0,1,Francesco Farioli,Gennaro Gattuso,2.4,3.3,3,2.51,3.22,3.14,2.45,3.3,2.88
22/10/2023,Ligue 1,2023-2024,Lorient,Rennes,2,1,1,Regis Le Bris,Bruno Genesio,3.8,3.8,1.85,4.02,3.79,1.93,3.9,3.75,1.85
22/10/2023,Ligue 1,2023-2024,Lille,Brest,1,0,1,Paulo Fonseca,Eric Roy,1.8,3.5,4.75,1.82,3.64,4.85,1.75,3.7,4.5
22/10/2023,Ligue 1,2023-2024,Nantes,Montpellier,2,0,1,Pierre Aristouy,Michel Der Zakarian,2.88,3.5,2.4,3.03,3.62,2.37,2.8,3.6,2.38
22/10/2023,Ligue 1,2023-2024,Toulouse,Reims,1,1,X,Carles Martinez Novell,Will Still,2.8,3.5,2.4,2.94,3.47,2.5,2.8,3.5,2.38
22/10/2023,Ligue 1,2023-2024,Monaco,Metz,2,1,1,Adi Hutter,Laszlo Boloni,1.33,5.5,8.5,1.36,5.75,8.16,1.33,5.5,8
22/10/2023,Ligue 1,2023-2024,Lyon,Clermont,1,2,2,Fabio Grosso,Pascal Gastien,1.75,3.75,4.5,1.81,4.08,4.31,1.73,4,4.33
27/10/2023,Ligue 1,2023-2024,Clermont,Nice,0,1,2,Pascal Gastien,Francesco Farioli,4.2,3.3,1.91,4.42,3.42,1.95,4.2,3.4,1.91
28/10/2023,Ligue 1,2023-2024,Reims,Lorient,1,0,1,Will Still,Regis Le Bris,1.67,4,5,1.67,4.24,5.13,1.62,4.2,5
28/10/2023,Ligue 1,2023-2024,Lens,Nantes,4,0,1,Franck Haise,Pierre Aristouy,1.57,4.2,5.5,1.6,4.36,5.65,1.53,4.2,5.8
29/10/2023,Ligue 1,2023-2024,Brest,Paris SG,2,3,2,Eric Roy,Luis Enrique,5.75,4.33,1.53,6.06,4.63,1.54,5.8,4.5,1.5
29/10/2023,Ligue 1,2023-2024,Lille,Monaco,2,0,1,Paulo Fonseca,Adi Hutter,2.25,3.75,2.9,2.34,3.82,2.95,2.2,3.9,2.88
29/10/2023,Ligue 1,2023-2024,Metz,Le Havre,0,0,X,Laszlo Boloni,Luka Elsner,2.5,3.3,2.8,2.61,3.26,2.96,2.5,3.2,2.88
29/10/2023,Ligue 1,2023-2024,Montpellier,Toulouse,3,0,1,Michel Der Zakarian,Carles Martinez Novell,1.75,4,4.5,1.8,3.95,4.53,1.73,3.9,4.4
29/10/2023,Ligue 1,2023-2024,Rennes,Strasbourg,1,1,X,Bruno Genesio,Patrick Vieira,1.57,4,6,1.6,4.19,5.92,1.57,4,5.8
03/11/2023,Ligue 1,2023-2024,Paris SG,Montpellier,3,0,1,Luis Enrique,Michel Der Zakarian,1.25,6,10,1.26,6.76,10.17,1.22,6,11
04/11/2023,Ligue 1,2023-2024,Lorient,Lens,0,0,X,Regis Le Bris,Franck Haise,5,3.8,1.7,4.73,3.95,1.75,4.8,3.8,1.65
04/11/2023,Ligue 1,2023-2024,Marseille,Lille,0,0,X,Gennaro Gattuso,Paulo Fonseca,2.25,3.5,3.1,2.21,3.59,3.31,2.15,3.6,3
05/11/2023,Ligue 1,2023-2024,Lyon,Metz,1,1,X,Fabio Grosso,Laszlo Boloni,1.67,3.8,5.5,1.67,4.04,5.24,1.62,4,4.75
05/11/2023,Ligue 1,2023-2024,Nantes,Reims,0,1,2,Pierre Aristouy,Will Still,2.88,3.2,2.55,2.99,3.2,2.59,2.75,3.25,2.45
05/11/2023,Ligue 1,2023-2024,Strasbourg,Clermont,0,0,X,Patrick Vieira,Pascal Gastien,2.38,3.2,3.1,2.42,3.23,3.22,2.3,3.2,3.1
05/11/2023,Ligue 1,2023-2024,Toulouse,Le Havre,1,2,2,Carles Martinez Novell,Luka Elsner,2.2,3.3,3.4,2.16,3.35,3.67,2.1,3.4,3.3
05/11/2023,Ligue 1,2023-2024,Monaco,Brest,2,0,1,Adi Hutter,Eric Roy,1.7,4,4.75,1.76,4.14,4.44,1.67,4,4.4
05/11/2023,Ligue 1,2023-2024,Nice,Rennes,2,0,1,Francesco Farioli,Bruno Genesio,2.05,3.4,3.6,2.13,3.36,3.74,2,3.4,3.5
10/11/2023,Ligue 1,2023-2024,Montpellier,Nice,0,0,X,Michel Der Zakarian,Francesco Farioli,3.5,3.3,2.15,3.61,3.39,2.17,3.4,3.4,2.05
11/11/2023,Ligue 1,2023-2024,Reims,Paris SG,0,3,2,Will Still,Luis Enrique,5,4.33,1.6,5.46,4.35,1.6,5.5,4.2,1.55
11/11/2023,Ligue 1,2023-2024,Le Havre,Monaco,0,0,X,Luka Elsner,Adi Hutter,4.5,4,1.73,4.5,3.95,1.78,4.4,3.8,1.7
12/11/2023,Ligue 1,2023-2024,Clermont,Lorient,1,0,1,Pascal Gastien,Regis Le Bris,2.1,3.3,3.6,2.18,3.35,3.63,2.05,3.3,3.5
12/11/2023,Ligue 1,2023-2024,Lille,Toulouse,1,1,X,Paulo Fonseca,Carles Martinez Novell,1.55,4.2,6,1.59,4.33,5.62,1.53,4.2,5.5
12/11/2023,Ligue 1,2023-2024,Metz,Nantes,3,1,1,Laszlo Boloni,Pierre Aristouy,2.9,3.25,2.5,3.04,3.24,2.53,2.8,3.4,2.38
12/11/2023,Ligue 1,2023-2024,Rennes,Lyon,0,1,2,Bruno Genesio,Fabio Grosso,1.73,4.2,4.33,1.75,4.12,4.48,1.65,4,4.5
12/11/2023,Ligue 1,2023-2024,Lens,Marseille,1,0,1,Franck Haise,Gennaro Gattuso,2.25,3.4,3.2,2.27,3.54,3.22,2.2,3.5,3
24/11/2023,Ligue 1,2023-2024,Paris SG,Monaco,5,2,1,Luis Enrique,Adi Hutter,1.45,4.75,6.5,1.5,5.1,5.7,1.4,5,6.5
25/11/2023,Ligue 1,2023-2024,Clermont,Lens,0,3,2,Pascal Gastien,Franck Haise,3.75,3.5,2,3.89,3.52,2.03,3.6,3.5,1.95
25/11/2023,Ligue 1,2023-2024,Strasbourg,Marseille,1,1,X,Patrick Vieira,Gennaro Gattuso,3.8,3.6,1.91,3.94,3.58,1.99,3.75,3.7,1.85
26/11/2023,Ligue 1,2023-2024,Nice,Toulouse,1,0,1,Francesco Farioli,Carles Martinez Novell,1.5,4,7.5,1.52,4.18,7.02,1.44,4.2,7
26/11/2023,Ligue 1,2023-2024,Lorient,Metz,2,3,2,Regis Le Bris,Laszlo Boloni,1.95,3.5,4,2,3.45,4.07,1.91,3.5,3.75
26/11/2023,Ligue 1,2023-2024,Montpellier,Brest,1,3,2,Michel Der Zakarian,Eric Roy,2.3,3.4,3.1,2.31,3.39,3.27,2.2,3.5,3
26/11/2023,Ligue 1,2023-2024,Nantes,Le Havre,0,0,X,Pierre Aristouy,Luka Elsner,2.1,3.5,3.6,2.07,3.47,3.8,2,3.4,3.5
26/11/2023,Ligue 1,2023-2024,Rennes,Reims,3,1,1,Julien Stephan,Will Still,2,3.6,3.75,2,3.63,3.85,1.91,3.6,3.6
26/11/2023,Ligue 1,2023-2024,Lyon,Lille,0,2,2,Fabio Grosso,Paulo Fonseca,3,3.3,2.38,3.1,3.28,2.47,2.75,3.6,2.3
