Date,League,Season,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeCoach,AwayCoach,Bet365_1,Bet365_X,Bet365_2,Pinnacle_1,Pinnacle_X,Pinnacle_2,WilliamHill_1,WilliamHill_X,WilliamHill_2
03/12/2023,Bundesliga,2023-2024,Augsburg,Ein Frankfurt,2,1,1,Jess Thorup,Dino Toppmoller,2.63,3.6,2.55,2.69,3.6,2.61,2.6,3.5,2.5
08/12/2023,Bundesliga,2023-2024,Hoffenheim,Bochum,3,1,1,Pellegrino Matarazzo,Thomas Letsch,1.67,4.2,4.75,1.73,4.32,4.52,1.67,4.2,4.2
09/12/2023,Bundesliga,2023-2024,Ein Frankfurt,Bayern Munich,5,1,1,Dino Toppmoller,Thomas Tuchel,9,5.5,1.3,8.96,6.05,1.31,8.5,5.8,1.29
09/12/2023,Bundesliga,2023-2024,Heidenheim,Darmstadt,3,2,1,Frank Schmidt,Torsten Lieberknecht,2.05,3.5,3.5,2.07,3.73,3.53,2,3.6,3.4
09/12/2023,Bundesliga,2023-2024,Union Berlin,M'gladbach,3,1,1,Nenad Bjelica,Gerardo Seoane,2.1,3.5,3.4,2.18,3.68,3.29,2.1,3.6,3.1
09/12/2023,Bundesliga,2023-2024,Werder Bremen,Augsburg,2,0,1,Ole Werner,Jess Thorup,2.38,3.6,2.8,2.45,3.71,2.81,2.3,3.75,2.62
09/12/2023,Bundesliga,2023-2024,Wolfsburg,Freiburg,0,1,2,Niko Kovac,Christian Streich,2.25,3.5,3.1,2.29,3.78,3,2.15,3.6,3
09/12/2023,Bundesliga,2023-2024,Dortmund,RB Leipzig,2,3,2,Edin Terzic,Marco Rose,2.6,3.6,2.55,2.59,3.87,2.57,2.4,4,2.45
10/12/2023,Bundesliga,2023-2024,Stuttgart,Leverkusen,1,1,X,Sebastian Hoeness,Xabi Alonso,2.9,3.6,2.3,2.84,3.82,2.38,2.8,3.8,2.2
10/12/2023,Bundesliga,2023-2024,FC Koln,Mainz,0,0,X,Steffen Baumgart,Jan Siewert,2.3,3.5,3,2.48,3.44,2.95,2.25,3.5,2.88
15/12/2023,Bundesliga,2023-2024,M'gladbach,Werder Bremen,2,2,X,Gerardo Seoane,Ole Werner,2,4,3.3,2.01,4.02,3.54,1.91,4,3.4
16/12/2023,Bundesliga,2023-2024,Augsburg,Dortmund,1,1,X,Jess Thorup,Edin Terzic,3.5,4.2,1.91,3.64,4.24,1.91,3.3,4.2,1.91
16/12/2023,Bundesliga,2023-2024,Bochum,Union Berlin,3,0,1,Thomas Letsch,Nenad Bjelica,2.7,3.4,2.6,2.68,3.48,2.68,2.5,3.4,2.6
16/12/2023,Bundesliga,2023-2024,Darmstadt,Wolfsburg,0,1,2,Torsten Lieberknecht,Niko Kovac,3.1,3.6,2.2,3.29,3.61,2.21,3.1,3.6,2.1
16/12/2023,Bundesliga,2023-2024,Mainz,Heidenheim,0,1,2,Jan Siewert,Frank Schmidt,1.67,4.2,4.75,1.67,4.23,4.93,1.65,4,4.5
16/12/2023,Bundesliga,2023-2024,RB Leipzig,Hoffenheim,3,1,1,Marco Rose,Pellegrino Matarazzo,1.45,5,6,1.45,5.3,6.22,1.4,5.5,6
17/12/2023,Bundesliga,2023-2024,Freiburg,FC Koln,2,0,1,Christian Streich,Steffen Baumgart,1.8,3.8,4.2,1.82,3.75,4.57,1.8,3.7,4
17/12/2023,Bundesliga,2023-2024,Leverkusen,Ein Frankfurt,3,0,1,Xabi Alonso,Dino Toppmoller,1.36,5,8.5,1.36,5.67,7.93,1.3,5.5,8
17/12/2023,Bundesliga,2023-2024,Bayern Munich,Stuttgart,3,0,1,Thomas Tuchel,Sebastian Hoeness,1.45,5.25,5.5,1.44,5.56,6.06,1.4,5,6
19/12/2023,Bundesliga,2023-2024,Werder Bremen,RB Leipzig,1,1,X,Ole Werner,Marco Rose,5,4.5,1.57,5.13,4.76,1.6,5,4.5,1.53
19/12/2023,Bundesliga,2023-2024,Dortmund,Mainz,1,1,X,Edin Terzic,Jan Siewert,1.55,4.75,5.25,1.57,4.84,5.33,1.5,4.75,5
19/12/2023,Bundesliga,2023-2024,Hoffenheim,Darmstadt,3,3,X,Pellegrino Matarazzo,Torsten Lieberknecht,1.44,5,6.5,1.45,5.14,6.78,1.44,4.75,6
20/12/2023,Bundesliga,2023-2024,Union Berlin,FC Koln,2,0,1,Nenad Bjelica,Steffen Baumgart,1.95,3.6,3.8,1.95,3.59,4.09,1.91,3.6,3.75
20/12/2023,Bundesliga,2023-2024,Ein Frankfurt,M'gladbach,2,1,1,Dino Toppmoller,Gerardo Seoane,1.83,4,3.8,1.88,3.98,4,1.8,4,3.75
20/12/2023,Bundesliga,2023-2024,Heidenheim,Freiburg,3,2,1,Frank Schmidt,Christian Streich,2.8,3.6,2.38,2.9,3.58,2.44,2.75,3.6,2.3
20/12/2023,Bundesliga,2023-2024,Leverkusen,Bochum,4,0,1,Xabi Alonso,Thomas Letsch,1.17,8,15,1.18,8.42,13.23,1.15,7.5,13
20/12/2023,Bundesliga,2023-2024,Stuttgart,Augsburg,3,0,1,Sebastian Hoeness,Jess Thorup,1.36,5.25,7.5,1.37,5.46,7.98,1.33,5.5,7.5
20/12/2023,Bundesliga,2023-2024,Wolfsburg,Bayern Munich,1,2,2,Niko Kovac,Thomas Tuchel,6.5,5.75,1.36,7.64,5.7,1.37,7.5,5.8,1.3
12/01/2024,Bundesliga,2023-2024,Bayern Munich,Hoffenheim,3,0,1,Thomas Tuchel,Pellegrino Matarazzo,1.14,9,12,1.15,9.94,16.13,1.11,9,15
13/01/2024,Bundesliga,2023-2024,Augsburg,Leverkusen,0,1,2,Jess Thorup,Xabi Alonso,5.25,4.75,1.5,5.74,4.65,1.54,5.5,4.5,1.5
13/01/2024,Bundesliga,2023-2024,FC Koln,Heidenheim,1,1,X,Timo Schultz,Frank Schmidt,2.05,3.6,3.4,2.1,3.67,3.51,2,3.7,3.25
13/01/2024,Bundesliga,2023-2024,Freiburg,Union Berlin,0,0,X,Christian Streich,Nenad Bjelica,2.05,3.6,3.5,2.1,3.62,3.54,2,3.5,3.4
13/01/2024,Bundesliga,2023-2024,Mainz,Wolfsburg,1,1,X,Jan Siewert,Niko Kovac,2.2,3.4,3.25,2.25,3.47,3.33,2.1,3.5,3.2
13/01/2024,Bundesliga,2023-2024,RB Leipzig,Ein Frankfurt,0,1,2,Marco Rose,Dino Toppmoller,1.45,4.5,7.5,1.45,4.99,6.78,1.36,5,7
13/01/2024,Bundesliga,2023-2024,Darmstadt,Dortmund,0,3,2,Torsten Lieberknecht,Edin Terzic,5.25,4.5,1.53,5.5,4.91,1.53,5,4.5,1.53
14/01/2024,Bundesliga,2023-2024,Bochum,Werder Bremen,1,1,X,Thomas Letsch,Ole Werner,2.15,3.6,3.1,2.21,3.78,3.16,2.1,3.6,3.1
14/01/2024,Bundesliga,2023-2024,M'gladbach,Stuttgart,3,1,1,Gerardo Seoane,Sebastian Hoeness,3.5,4,1.91,3.67,4.14,1.92,3.5,4,1.85
20/01/2024,Bundesliga,2023-2024,Bochum,Stuttgart,1,0,1,Thomas Letsch,Sebastian Hoeness,3.6,3.8,1.95,3.66,3.9,1.98,3.6,3.9,1.85
20/01/2024,Bundesliga,2023-2024,Darmstadt,Ein Frankfurt,2,2,X,Torsten Lieberknecht,Dino Toppmoller,3.8,3.75,1.91,3.91,3.71,1.96,3.6,3.7,1.91
20/01/2024,Bundesliga,2023-2024,FC Koln,Dortmund,0,4,2,Timo Schultz,Edin Terzic,4.5,4,1.73,4.27,4.29,1.76,4.2,4.2,1.67
20/01/2024,Bundesliga,2023-2024,Freiburg,Hoffenheim,3,2,1,Christian Streich,Pellegrino Matarazzo,2,3.8,3.4,2.07,3.83,3.44,1.95,3.8,3.3
20/01/2024,Bundesliga,2023-2024,Heidenheim,Wolfsburg,1,1,X,Frank Schmidt,Niko Kovac,2.7,3.5,2.55,2.78,3.5,2.58,2.62,3.6,2.38
20/01/2024,Bundesliga,2023-2024,RB Leipzig,Leverkusen,2,3,2,Marco Rose,Xabi Alonso,2.4,3.8,2.7,2.44,3.78,2.79,2.38,3.7,2.62
21/01/2024,Bundesliga,2023-2024,Bayern Munich,Werder Bremen,0,1,2,Thomas Tuchel,Ole Werner,1.09,11,21,1.08,11.78,20.98,1.05,12,23
21/01/2024,Bundesliga,2023-2024,M'gladbach,Augsburg,1,2,2,Gerardo Seoane,Jess Thorup,1.91,3.8,3.8,1.91,3.98,3.61,1.85,4,3.5
24/01/2024,Bundesliga,2023-2024,Bayern Munich,Union Berlin,1,0,1,Thomas Tuchel,Nenad Bjelica,1.18,7,17,1.15,8.7,17.25,1.12,8,17
26/01/2024,Bundesliga,2023-2024,Ein Frankfurt,Mainz,1,0,1,Dino Toppmoller,Jan Siewert,2.15,3.4,3.5,2.17,3.44,3.54,2,3.5,3.5
27/01/2024,Bundesliga,2023-2024,Augsburg,Bayern Munich,2,3,2,Jess Thorup,Thomas Tuchel,8.5,5.75,1.3,8.77,5.99,1.31,10,6,1.22
27/01/2024,Bundesliga,2023-2024,Hoffenheim,Heidenheim,1,1,X,Pellegrino Matarazzo,Frank Schmidt,1.67,4.5,4.33,1.7,4.28,4.64,1.65,4.2,4.4
27/01/2024,Bundesliga,2023-2024,Stuttgart,RB Leipzig,5,2,1,Sebastian Hoeness,Marco Rose,2.63,3.8,2.4,2.75,3.82,2.45,2.6,3.8,2.38
27/01/2024,Bundesliga,2023-2024,Werder Bremen,Freiburg,3,1,1,Ole Werner,Christian Streich,2.4,3.5,2.88,2.45,3.52,2.94,2.45,3.5,2.6
27/01/2024,Bundesliga,2023-2024,Wolfsburg,FC Koln,1,1,X,Niko Kovac,Timo Schultz,1.83,3.75,4.2,1.83,3.83,4.41,1.75,3.9,4
27/01/2024,Bundesliga,2023-2024,Leverkusen,M'gladbach,0,0,X,Xabi Alonso,Gerardo Seoane,1.29,5.5,10,1.27,6.56,9.6,1.25,6,9
28/01/2024,Bundesliga,2023-2024,Union Berlin,Darmstadt,1,0,1,Nenad Bjelica,Torsten Lieberknecht,1.62,3.8,5.75,1.64,3.92,5.85,1.55,4,5.5
28/01/2024,Bundesliga,2023-2024,Dortmund,Bochum,3,1,1,Edin Terzic,Thomas Letsch,1.36,5.5,7.5,1.38,5.7,7.32,1.33,5.5,7
02/02/2024,Bundesliga,2023-2024,Heidenheim,Dortmund,0,0,X,Frank Schmidt,Edin Terzic,3.75,4.5,1.8,3.99,4.34,1.82,4,4.2,1.7
03/02/2024,Bundesliga,2023-2024,Bayern Munich,M'gladbach,3,1,1,Thomas Tuchel,Gerardo Seoane,1.14,9.5,13,1.15,9.2,16.53,1.11,8.5,17
03/02/2024,Bundesliga,2023-2024,Bochum,Augsburg,1,1,X,Thomas Letsch,Jess Thorup,2.15,3.4,3.4,2.21,3.65,3.25,2.1,3.6,3.1
03/02/2024,Bundesliga,2023-2024,Darmstadt,Leverkusen,0,2,2,Torsten Lieberknecht,Xabi Alonso,9.5,6.5,1.25,9.27,6.36,1.28,8.5,6,1.25
03/02/2024,Bundesliga,2023-2024,Freiburg,Stuttgart,1,3,2,Christian Streich,Sebastian Hoeness,3.1,3.6,2.2,3.15,3.79,2.21,3,3.6,2.15
03/02/2024,Bundesliga,2023-2024,Mainz,Werder Bremen,0,1,2,Jan Siewert,Ole Werner,2.1,3.5,3.5,2.12,3.52,3.59,2,3.5,3.4
03/02/2024,Bundesliga,2023-2024,FC Koln,Ein Frankfurt,2,0,1,Timo Schultz,Dino Toppmoller,3.25,3.4,2.2,3.31,3.47,2.26,3,3.5,2.2
04/02/2024,Bundesliga,2023-2024,Wolfsburg,Hoffenheim,2,2,X,Niko Kovac,Pellegrino Matarazzo,2.1,3.75,3.2,2.14,3.83,3.28,2.05,3.8,3.1
04/02/2024,Bundesliga,2023-2024,RB Leipzig,Union Berlin,2,0,1,Marco Rose,Nenad Bjelica,1.4,5,7.5,1.4,4.98,7.93,1.36,4.8,7.5
07/02/2024,Bundesliga,2023-2024,Mainz,Union Berlin,1,1,X,Jan Siewert,Nenad Bjelica,2.15,3.3,3.5,2.22,3.29,3.58,2.05,3.4,3.4
09/02/2024,Bundesliga,2023-2024,Dortmund,Freiburg,3,0,1,Edin Terzic,Christian Streich,1.45,4.75,6.5,1.47,5.13,6.36,1.4,4.8,6.5
10/02/2024,Bundesliga,2023-2024,Augsburg,RB Leipzig,2,2,X,Jess Thorup,Marco Rose,4,4.2,1.75,4.19,4.26,1.78,4.2,4.2,1.67
10/02/2024,Bundesliga,2023-2024,Ein Frankfurt,Bochum,1,1,X,Dino Toppmoller,Thomas Letsch,1.73,3.8,4.75,1.76,3.82,4.86,1.7,3.8,4.4
10/02/2024,Bundesliga,2023-2024,M'gladbach,Darmstadt,0,0,X,Gerardo Seoane,Torsten Lieberknecht,1.6,4.5,5,1.61,4.33,5.44,1.55,4.2,5.5
10/02/2024,Bundesliga,2023-2024,Union Berlin,Wolfsburg,1,0,1,Nenad Bjelica,Niko Kovac,2.25,3.4,3.2,2.35,3.37,3.22,2.2,3.4,3.1
10/02/2024,Bundesliga,2023-2024,Werder Bremen,Heidenheim,1,2,2,Ole Werner,Frank Schmidt,1.8,3.8,4.33,1.86,3.79,4.25,1.75,3.9,4
10/02/2024,Bundesliga,2023-2024,Leverkusen,Bayern Munich,3,0,1,Xabi Alonso,Thomas Tuchel,2.63,3.8,2.4,2.68,3.9,2.47,2.5,3.9,2.38
11/02/2024,Bundesliga,2023-2024,Stuttgart,Mainz,3,1,1,Sebastian Hoeness,Jan Siewert,1.44,4.5,7.5,1.44,4.77,7.45,1.4,4.75,6.5
11/02/2024,Bundesliga,2023-2024,Hoffenheim,FC Koln,1,1,X,Pellegrino Matarazzo,Timo Schultz,1.8,3.8,4.33,1.86,3.9,4.12,1.73,4,4
16/02/2024,Bundesliga,2023-2024,FC Koln,Werder Bremen,0,1,2,Timo Schultz,Ole Werner,2.4,3.4,2.88,2.57,3.38,2.92,2.45,3.4,2.7
17/02/2024,Bundesliga,2023-2024,Darmstadt,Stuttgart,1,2,2,Torsten Lieberknecht,Sebastian Hoeness,6.5,4.75,1.44,6.88,4.89,1.45,7,4.6,1.4
17/02/2024,Bundesliga,2023-2024,Heidenheim,Leverkusen,1,2,2,Frank Schmidt,Xabi Alonso,8,5.75,1.33,8.03,5.8,1.35,8,5.5,1.3
17/02/2024,Bundesliga,2023-2024,Hoffenheim,Union Berlin,0,1,2,Pellegrino Matarazzo,Nenad Bjelica,2,3.6,3.6,2.06,3.71,3.58,2,3.7,3.3
17/02/2024,Bundesliga,2023-2024,Mainz,Augsburg,1,0,1,Bo Henriksen,Jess Thorup,2,3.5,3.8,2.03,3.66,3.72,2,3.6,3.4
17/02/2024,Bundesliga,2023-2024,Wolfsburg,Dortmund,1,1,X,Niko Kovac,Edin Terzic,3.2,3.8,2.1,3.32,3.79,2.13,3,3.8,2.1
17/02/2024,Bundesliga,2023-2024,RB Leipzig,M'gladbach,2,0,1,Marco Rose,Gerardo Seoane,1.36,5.5,7,1.38,5.63,7.27,1.33,5.5,7
18/02/2024,Bundesliga,2023-2024,Freiburg,Ein Frankfurt,3,3,X,Christian Streich,Dino Toppmoller,2.3,3.4,3.1,2.33,3.38,3.24,2.3,3.4,2.9
18/02/2024,Bundesliga,2023-2024,Bochum,Bayern Munich,3,2,1,Thomas Letsch,Thomas Tuchel,8,5.75,1.33,8.13,5.93,1.34,8,5.5,1.3
23/02/2024,Bundesliga,2023-2024,Leverkusen,Mainz,2,1,1,Xabi Alonso,Bo Henriksen,1.22,6.5,13,1.26,6.53,12.14,1.18,6.5,13
24/02/2024,Bundesliga,2023-2024,M'gladbach,Bochum,5,2,1,Gerardo Seoane,Thomas Letsch,2,3.8,3.5,2.02,3.77,3.65,1.91,3.8,3.5
24/02/2024,Bundesliga,2023-2024,Stuttgart,FC Koln,1,1,X,Sebastian Hoeness,Timo Schultz,1.3,5.25,10,1.32,5.75,9.52,1.29,5.5,9
24/02/2024,Bundesliga,2023-2024,Union Berlin,Heidenheim,2,2,X,Nenad Bjelica,Frank Schmidt,2,3.5,3.75,2.04,3.49,3.89,1.91,3.5,3.7
24/02/2024,Bundesliga,2023-2024,Werder Bremen,Darmstadt,1,1,X,Ole Werner,Torsten Lieberknecht,1.65,4.2,5,1.69,3.94,5.22,1.6,4,5
24/02/2024,Bundesliga,2023-2024,Bayern Munich,RB Leipzig,2,1,1,Thomas Tuchel,Marco Rose,1.67,4.33,4.5,1.7,4.4,4.53,1.62,4.4,4.33
25/02/2024,Bundesliga,2023-2024,Ein Frankfurt,Wolfsburg,2,2,X,Dino Toppmoller,Niko Kovac,2.25,3.4,3.2,2.29,3.48,3.24,2.15,3.5,3.1
25/02/2024,Bundesliga,2023-2024,Dortmund,Hoffenheim,2,3,2,Edin Terzic,Pellegrino Matarazzo,1.5,5,5.5,1.51,5.16,5.52,1.44,5,5.5
25/02/2024,Bundesliga,2023-2024,Augsburg,Freiburg,2,1,1,Jess Thorup,Christian Streich,2.2,3.6,3.1,2.28,3.66,3.11,2.2,3.6,2.9
01/03/2024,Bundesliga,2023-2024,Freiburg,Bayern Munich,2,2,X,Christian Streich,Thomas Tuchel,5.75,4.75,1.5,6.11,4.86,1.51,6,5,1.44
02/03/2024,Bundesliga,2023-2024,Bochum,RB Leipzig,1,4,2,Thomas Letsch,Marco Rose,5,4.2,1.62,4.76,4.44,1.66,4.75,4.33,1.62
02/03/2024,Bundesliga,2023-2024,Darmstadt,Augsburg,0,6,2,Torsten Lieberknecht,Jess Thorup,2.9,3.3,2.4,2.93,3.47,2.48,2.75,3.4,2.5
02/03/2024,Bundesliga,2023-2024,Heidenheim,Ein Frankfurt,1,2,2,Frank Schmidt,Dino Toppmoller,2.8,3.3,2.5,2.84,3.39,2.59,2.75,3.4,2.5
02/03/2024,Bundesliga,2023-2024,Mainz,M'gladbach,1,1,X,Bo Henriksen,Gerardo Seoane,1.91,3.75,3.75,1.98,3.81,3.73,1.91,3.75,3.7
02/03/2024,Bundesliga,2023-2024,Union Berlin,Dortmund,0,2,2,Nenad Bjelica,Edin Terzic,3.4,3.6,2.05,3.44,3.62,2.14,3.3,3.7,2.05
02/03/2024,Bundesliga,2023-2024,Wolfsburg,Stuttgart,2,3,2,Niko Kovac,Sebastian Hoeness,3.3,3.5,2.15,3.34,3.56,2.2,3.2,3.7,2.1
03/03/2024,Bundesliga,2023-2024,FC Koln,Leverkusen,0,2,2,Timo Schultz,Xabi Alonso,9,4.75,1.36,8.08,5.15,1.39,9.5,5,1.33
03/03/2024,Bundesliga,2023-2024,Hoffenheim,Werder Bremen,2,1,1,Pellegrino Matarazzo,Ole Werner,1.91,4,3.6,1.97,3.87,3.72,1.91,3.9,3.6
08/03/2024,Bundesliga,2023-2024,Stuttgart,Union Berlin,2,0,1,Sebastian Hoeness,Nenad Bjelica,1.45,4.5,7,1.48,4.62,7.08,1.5,4.4,6.5
09/03/2024,Bundesliga,2023-2024,Augsburg,Heidenheim,1,0,1,Jess Thorup,Frank Schmidt,1.85,4.2,3.5,1.88,3.89,4.07,1.85,3.9,3.8
09/03/2024,Bundesliga,2023-2024,Bayern Munich,Mainz,8,1,1,Thomas Tuchel,Bo Henriksen,1.25,7,10,1.23,6.97,11.21,1.22,6.5,11
09/03/2024,Bundesliga,2023-2024,M'gladbach,FC Koln,3,3,X,Gerardo Seoane,Timo Schultz,1.83,4,4,1.85,3.77,4.32,1.8,3.9,4.2
09/03/2024,Bundesliga,2023-2024,RB Leipzig,Darmstadt,2,0,1,Marco Rose,Torsten Lieberknecht,1.14,8.5,15,1.15,8.79,16.82,1.12,9,17
09/03/2024,Bundesliga,2023-2024,Werder Bremen,Dortmund,1,2,2,Ole Werner,Edin Terzic,3.5,4.33,1.85,3.87,4.06,1.88,3.8,4,1.83
10/03/2024,Bundesliga,2023-2024,Bochum,Freiburg,1,2,2,Thomas Letsch,Christian Streich,2.2,3.75,3,2.27,3.65,3.13,2.25,3.6,3
10/03/2024,Bundesliga,2023-2024,Ein Frankfurt,Hoffenheim,3,1,1,Dino Toppmoller,Pellegrino Matarazzo,2,4,3.3,2.06,3.9,3.43,1.95,3.9,3.4
10/03/2024,Bundesliga,2023-2024,Leverkusen,Wolfsburg,2,0,1,Xabi Alonso,Niko Kovac,1.33,5.75,8.5,1.32,5.89,9.05,1.3,5.5,9
15/03/2024,Bundesliga,2023-2024,FC Koln,RB Leipzig,1,5,2,Timo Schultz,Marco Rose,6.5,4.75,1.45,6.61,4.86,1.48,6.5,4.6,1.44
16/03/2024,Bundesliga,2023-2024,Darmstadt,Bayern Munich,2,5,2,Torsten Lieberknecht,Thomas Tuchel,17,8,1.14,17.12,9.56,1.14,17,9,1.12
16/03/2024,Bundesliga,2023-2024,Heidenheim,M'gladbach,1,1,X,Frank Schmidt,Gerardo Seoane,2.45,3.6,2.7,2.49,3.63,2.8,2.4,3.7,2.7
16/03/2024,Bundesliga,2023-2024,Mainz,Bochum,2,0,1,Bo Henriksen,Thomas Letsch,1.8,3.8,4.33,1.79,3.88,4.58,1.73,3.9,4.4
16/03/2024,Bundesliga,2023-2024,Union Berlin,Werder Bremen,2,1,1,Nenad Bjelica,Ole Werner,2.05,3.4,3.8,2.02,3.64,3.79,2,3.6,3.6
16/03/2024,Bundesliga,2023-2024,Wolfsburg,Augsburg,1,3,2,Niko Kovac,Jess Thorup,2.05,3.5,3.5,2.12,3.65,3.46,2.05,3.7,3.3
16/03/2024,Bundesliga,2023-2024,Hoffenheim,Stuttgart,0,3,2,Pellegrino Matarazzo,Sebastian Hoeness,3.8,4,1.83,3.77,4.23,1.88,3.7,4.2,1.83
17/03/2024,Bundesliga,2023-2024,Freiburg,Leverkusen,2,3,2,Christian Streich,Xabi Alonso,6,4.33,1.53,5.92,4.39,1.56,5.5,4.33,1.55
17/03/2024,Bundesliga,2023-2024,Dortmund,Ein Frankfurt,3,1,1,Edin Terzic,Dino Toppmoller,1.62,4.2,5,1.63,4.47,5.01,1.57,4.6,4.8
30/03/2024,Bundesliga,2023-2024,Ein Frankfurt,Union Berlin,0,0,X,Dino Toppmoller,Nenad Bjelica,2,3.5,3.8,2.07,3.41,3.88,1.95,3.5,3.8
30/03/2024,Bundesliga,2023-2024,Leverkusen,Hoffenheim,2,1,1,Xabi Alonso,Pellegrino Matarazzo,1.2,7.5,12,1.21,7.55,11.72,1.2,7,12
30/03/2024,Bundesliga,2023-2024,M'gladbach,Freiburg,0,3,2,Gerardo Seoane,Christian Streich,2.2,3.6,3.2,2.21,3.72,3.19,2.15,3.75,3
30/03/2024,Bundesliga,2023-2024,RB Leipzig,Mainz,0,0,X,Marco Rose,Bo Henriksen,1.4,5.25,7.5,1.39,5.34,7.66,1.36,5,7.5
30/03/2024,Bundesliga,2023-2024,Werder Bremen,Wolfsburg,0,2,2,Ole Werner,Ralph Hasenhuttl,2.88,3.5,2.4,2.88,3.61,2.44,2.75,3.6,2.38
30/03/2024,Bundesliga,2023-2024,Bayern Munich,Dortmund,0,2,2,Thomas Tuchel,Edin Terzic,1.4,5.75,6,1.39,5.92,6.7,1.36,5.8,6.5
31/03/2024,Bundesliga,2023-2024,Augsburg,FC Koln,1,1,X,Jess Thorup,Timo Schultz,1.75,4,4.5,1.81,3.84,4.51,1.75,3.9,4.33
31/03/2024,Bundesliga,2023-2024,Stuttgart,Heidenheim,3,3,X,Sebastian Hoeness,Frank Schmidt,1.25,6,10,1.26,6.51,10.08,1.25,6.5,10
31/03/2024,Bundesliga,2023-2024,Bochum,Darmstadt,2,2,X,Thomas Letsch,Torsten Lieberknecht,1.62,4,5.25,1.63,4.3,5.25,1.62,4.2,5
05/04/2024,Bundesliga,2023-2024,Ein Frankfurt,Werder Bremen,1,1,X,Dino Toppmoller,Ole Werner,1.75,3.8,4.5,1.78,4.02,4.56,1.73,4,4.33
06/04/2024,Bundesliga,2023-2024,FC Koln,Bochum,2,1,1,Timo Schultz,Thomas Letsch,2.25,3.5,3.1,2.33,3.63,3.05,2.25,3.6,3
06/04/2024,Bundesliga,2023-2024,Freiburg,RB Leipzig,1,4,2,Christian Streich,Marco Rose,4.75,4.33,1.65,4.79,4.31,1.68,4.5,4.33,1.65
06/04/2024,Bundesliga,2023-2024,Heidenheim,Bayern Munich,3,2,1,Frank Schmidt,Thomas Tuchel,6.5,6,1.36,7.05,6.07,1.37,7.5,5.8,1.33
06/04/2024,Bundesliga,2023-2024,Mainz,Darmstadt,4,0,1,Bo Henriksen,Torsten Lieberknecht,1.4,5,7.5,1.41,4.97,7.93,1.4,4.8,7.5
06/04/2024,Bundesliga,2023-2024,Union Berlin,Leverkusen,0,1,2,Nenad Bjelica,Xabi Alonso,5.75,4.33,1.55,6.19,4.31,1.55,5.8,4.2,1.53
06/04/2024,Bundesliga,2023-2024,Dortmund,Stuttgart,0,1,2,Edin Terzic,Sebastian Hoeness,2.25,4,2.8,2.31,3.95,2.88,2.2,4,2.8
07/04/2024,Bundesliga,2023-2024,Hoffenheim,Augsburg,3,1,1,Pellegrino Matarazzo,Jess Thorup,2.2,4,2.9,2.29,3.94,2.92,2.15,4,2.88
07/04/2024,Bundesliga,2023-2024,Wolfsburg,M'gladbach,1,3,2,Ralph Hasenhuttl,Gerardo Seoane,1.85,4,3.8,1.9,3.89,3.97,1.91,3.9,3.7
12/04/2024,Bundesliga,2023-2024,Augsburg,Union Berlin,2,0,1,Jess Thorup,Nenad Bjelica,2.1,3.4,3.4,2.15,3.52,3.59,2.1,3.5,3.4
13/04/2024,Bundesliga,2023-2024,Bayern Munich,FC Koln,2,0,1,Thomas Tuchel,Timo Schultz,1.22,7.5,11,1.18,8.25,13.01,1.18,7.5,12
13/04/2024,Bundesliga,2023-2024,Bochum,Heidenheim,1,1,X,Heiko Butscher,Frank Schmidt,2.05,3.75,3.3,2.1,3.71,3.47,2.05,3.7,3.3
13/04/2024,Bundesliga,2023-2024,Mainz,Hoffenheim,4,1,1,Bo Henriksen,Pellegrino Matarazzo,1.95,4,3.4,2,3.91,3.58,1.95,3.9,3.4
13/04/2024,Bundesliga,2023-2024,M'gladbach,Dortmund,1,2,2,Gerardo Seoane,Edin Terzic,3.25,4,2,3.29,4.24,2.02,3.2,4,2
13/04/2024,Bundesliga,2023-2024,RB Leipzig,Wolfsburg,3,0,1,Marco Rose,Ralph Hasenhuttl,1.36,5,8,1.36,5.66,7.8,1.35,5.5,7.5
13/04/2024,Bundesliga,2023-2024,Stuttgart,Ein Frankfurt,3,0,1,Sebastian Hoeness,Dino Toppmoller,1.53,4.5,5.5,1.51,4.76,6.01,1.5,4.6,5.8
14/04/2024,Bundesliga,2023-2024,Darmstadt,Freiburg,0,1,2,Torsten Lieberknecht,Christian Streich,4,3.8,1.83,3.98,3.98,1.88,3.9,3.9,1.83
14/04/2024,Bundesliga,2023-2024,Leverkusen,Werder Bremen,5,0,1,Xabi Alonso,Ole Werner,1.2,7,13,1.2,7.49,12.7,1.18,7.5,13
19/04/2024,Bundesliga,2023-2024,Ein Frankfurt,Augsburg,3,1,1,Dino Toppmoller,Jess Thorup,2,3.75,3.5,2.06,3.76,3.6,2,3.75,3.4
20/04/2024,Bundesliga,2023-2024,FC Koln,Darmstadt,0,2,2,Timo Schultz,Torsten Lieberknecht,1.5,4.75,5.75,1.49,4.61,6.76,1.5,4.5,6
20/04/2024,Bundesliga,2023-2024,Heidenheim,RB Leipzig,1,2,2,Frank Schmidt,Marco Rose,5.75,5.25,1.45,6.19,5.19,1.46,6,5,1.44
20/04/2024,Bundesliga,2023-2024,Hoffenheim,M'gladbach,4,3,1,Pellegrino Matarazzo,Gerardo Seoane,2.1,4,3.1,2.16,4.04,3.09,2.05,4,3.1
